연번,수송일자,호선,역명,승하차구분,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후
1327,2022-03-08,2호선,강남,승차,184,529,1477,2301,1783,1638,2058,2607,3076,3340,4308,4865,7790,12021,7490,5108,5788,6291,3807,
1328,2022-03-08,2호선,강남,하차,434,1951,5856,12456,11768,4907,2955,3100,3236,3322,2869,2996,4154,6315,4378,1628,1103,1361,983,
1329,2022-03-08,2호선,사당,승차,374,848,2821,3897,2461,1401,1177,1375,1354,1358,1427,1636,2185,3496,1968,1532,1568,1811,1206,
1330,2022-03-08,2호선,사당,하차,118,860,1703,2645,1637,1228,1228,1261,1286,1261,1750,2262,3238,5879,3937,1931,1758,1784,1765,
1331,2022-03-08,2호선,신림,승차,1370,2714,7861,12185,6392,2921,2208,2283,2174,1931,1898,2433,2712,3150,1971,1320,1292,1328,708,
1332,2022-03-08,2호선,신림,하차,122,606,1297,2351,1643,1265,1268,1569,1679,1946,2715,3338,4661,8611,8950,4738,3907,3536,3119,
1333,2022-03-08,2호선,홍대입구,승차,341,749,2222,2784,1597,1078,1262,1540,1706,1801,2369,3099,3891,5173,3608,3300,3923,4971,3674,
1334,2022-03-08,2호선,홍대입구,하차,114,456,1262,3958,4637,2135,2166,2207,2769,2550,2709,3067,4643,6765,4665,2692,2090,1665,1384,
1335,2022-03-08,4호선,서울역,승차,122,184,451,598,403,275,303,369,368,409,436,558,1432,2085,708,405,437,328,165,
1336,2022-03-08,4호선,서울역,하차,23,306,1188,2818,1275,641,506,588,606,556,614,738,836,1050,733,425,391,323,358,
1337,2022-03-08,4호선,사당,승차,325,738,2637,3391,2205,1090,878,939,920,887,848,1036,1330,1727,1053,801,784,913,551,
1338,2022-03-08,4호선,사당,하차,47,432,813,1336,914,629,734,713,700,720,821,1107,1737,2994,2072,1040,944,886,892,
1339,2022-03-08,7호선,건대입구,승차,122,156,435,692,577,419,510,518,642,596,802,899,1295,1254,779,791,622,779,406,
1340,2022-03-08,7호선,건대입구,하차,34,276,731,1562,1033,781,564,583,702,621,621,624,842,1420,935,434,398,281,328,
1341,2022-03-09,1호선,서울역,승차,227,185,284,466,743,916,1048,1281,1314,1234,1376,1583,1419,1157,1091,945,991,693,287,
1342,2022-03-09,1호선,서울역,하차,115,486,696,924,1227,1276,1206,1301,1163,1080,1123,1081,1081,940,795,738,639,446,310,
1343,2022-03-09,2호선,잠실,승차,182,436,717,1033,1477,1501,1958,2284,2494,2691,3096,3754,3818,3457,3169,3866,3429,1822,563,
1344,2022-03-09,2호선,잠실,하차,84,487,682,1398,2396,2619,2525,3104,3305,3034,3106,3047,2980,2558,1917,1707,1718,1486,990,
1345,2022-03-09,2호선,삼성,승차,151,149,204,229,300,317,478,614,822,953,1236,1732,1856,1998,1515,1786,1511,1129,210,
1346,2022-03-09,2호선,삼성,하차,50,476,848,1236,1565,1339,1257,1429,1448,1270,1282,1133,935,737,564,352,256,217,262,
1347,2022-03-09,2호선,강남,승차,160,293,333,513,672,934,1363,1800,2120,2235,2748,3125,3173,3037,2617,2796,3512,3680,1809,
1348,2022-03-09,2호선,강남,하차,114,699,956,1665,3001,2892,2375,2699,3186,2666,2593,2703,2924,2517,1575,1061,941,740,533,
1349,2022-03-09,2호선,사당,승차,241,397,545,742,1000,1113,1108,1297,1451,1473,1530,1462,1507,1386,1229,1191,1214,1076,531,
1350,2022-03-09,2호선,사당,하차,60,514,548,656,914,1182,1240,1325,1294,1319,1346,1859,1878,1723,1241,1254,1361,1150,851,
1351,2022-03-09,2호선,신림,승차,719,1191,1558,2526,2863,2524,2632,2934,2720,2557,2588,2536,2332,1858,1420,1328,1179,1145,607,
1352,2022-03-09,2호선,신림,하차,79,462,653,898,1184,1411,1481,1641,1972,2065,2246,2925,3381,3283,2827,2577,2950,2439,2124,
1353,2022-03-09,2호선,홍대입구,승차,208,302,414,606,780,801,1101,1485,1822,2216,2796,3631,3990,3989,3984,4541,4581,4636,2434,
1354,2022-03-09,2호선,홍대입구,하차,60,290,362,570,1300,1908,3418,4295,4922,4784,4912,4511,4094,3302,1965,1271,1114,795,846,
1355,2022-03-09,4호선,서울역,승차,81,73,115,137,171,205,236,272,258,222,316,244,298,226,206,172,161,128,69,
1356,2022-03-09,4호선,서울역,하차,11,105,180,238,387,342,360,407,401,392,406,446,468,387,369,333,320,283,207,
1357,2022-03-09,4호선,사당,승차,213,229,413,577,802,946,944,1043,1071,963,889,881,837,728,642,646,681,611,195,
1358,2022-03-09,4호선,사당,하차,35,330,291,328,458,631,691,830,754,791,852,999,1044,915,700,715,679,615,525,
1359,2022-03-09,7호선,건대입구,승차,71,79,134,225,244,232,288,315,364,459,569,564,689,651,555,757,563,493,294,
1360,2022-03-09,7호선,건대입구,하차,21,92,139,279,384,430,501,542,669,634,620,684,704,664,438,266,276,208,217,
1361,2022-03-10,1호선,서울역,승차,316,411,1503,2214,1433,1261,1436,1599,1801,1507,1821,2299,3988,6258,2718,1730,1783,1124,380,
1362,2022-03-10,1호선,서울역,하차,192,1379,3326,7315,3878,1769,1461,1532,1515,1319,1504,1400,1895,2251,1270,877,755,563,352,
1363,2022-03-10,2호선,잠실,승차,367,1764,4411,6186,4114,2244,2192,2488,2663,2854,2977,3436,4850,5994,3488,3253,2463,2213,516,
1364,2022-03-10,2호선,잠실,하차,143,1108,2532,5514,3881,2682,2368,2422,2699,2619,2795,3378,4938,7163,4846,2715,2321,2438,1410,
1365,2022-03-10,2호선,삼성,승차,125,225,548,743,728,815,1049,1174,1507,1907,2609,3262,6938,10409,4880,3419,2922,2129,652,
1366,2022-03-10,2호선,삼성,하차,194,1412,5070,12394,8514,3033,1837,1747,2214,1715,1438,1304,1264,1700,919,498,423,392,332,
1367,2022-03-10,2호선,강남,승차,176,532,1472,2390,1741,1698,2006,2467,2978,3378,4346,4711,7520,11841,7124,5220,5690,5337,2135,
1368,2022-03-10,2호선,강남,하차,431,1955,5390,12390,11424,4688,2971,2763,3681,3089,2985,2791,3985,5396,3076,1373,1026,1185,675,
1369,2022-03-10,2호선,사당,승차,396,871,2811,3766,2484,1230,1251,1357,1334,1330,1425,1623,2116,3186,1814,1396,1565,1412,603,
1370,2022-03-10,2호선,사당,하차,141,899,1738,2612,1663,1229,1179,1271,1182,1335,1674,1937,3364,5253,3468,1934,1711,1794,1228,
1371,2022-03-10,2호선,신림,승차,1370,2822,7508,12406,6488,2901,2213,2275,2195,1896,2007,2232,2565,3046,1644,1233,1130,1036,482,
1372,2022-03-10,2호선,신림,하차,100,582,1295,2341,1743,1297,1358,1715,1691,1899,2674,3040,4734,9012,8020,4239,3926,3628,2505,
1373,2022-03-10,2호선,홍대입구,승차,341,746,2246,2738,1654,1052,1166,1475,1682,1753,2057,2695,3659,4900,3410,3217,3919,3858,1740,
1374,2022-03-10,2호선,홍대입구,하차,101,483,1166,3889,4336,2222,2110,2301,2657,2396,2637,3028,3810,5857,3791,1678,1155,1010,1025,
1375,2022-03-10,4호선,서울역,승차,144,203,424,584,352,291,354,349,340,418,403,544,1344,2019,780,469,400,273,121,
1376,2022-03-10,4호선,서울역,하차,21,393,1235,2822,1363,625,465,553,545,568,591,639,703,913,564,358,326,363,250,
1377,2022-03-10,4호선,사당,승차,360,838,2713,3217,2208,1154,862,986,963,899,780,996,1183,1547,895,703,752,635,266,
1378,2022-03-10,4호선,사당,하차,55,505,792,1355,898,660,630,722,654,683,875,1055,1621,2682,1803,977,822,829,700,
1379,2022-03-10,7호선,건대입구,승차,107,147,420,697,549,420,477,511,535,612,640,847,1266,1169,739,731,580,580,298,
1380,2022-03-10,7호선,건대입구,하차,34,259,706,1556,932,703,501,520,646,578,552,641,827,1229,836,403,354,285,261,
1381,2022-03-11,1호선,서울역,승차,307,381,1302,2061,1419,1283,1494,1753,1861,1622,2164,2819,4700,6574,3279,2200,2204,1292,520,
1382,2022-03-11,1호선,서울역,하차,225,1077,3053,6574,3950,1735,1534,1693,1693,1618,1797,2027,2620,3202,2011,1075,879,667,555,
1383,2022-03-11,2호선,잠실,승차,353,1640,4390,5831,3668,2216,2244,2424,2535,2576,2927,3674,5030,6411,3805,3575,2836,2661,889,
1384,2022-03-11,2호선,잠실,하차,159,1020,2364,5321,3560,2482,2397,2514,2692,2687,2897,3626,5551,8283,4974,2602,2473,2292,1873,
1385,2022-03-11,2호선,삼성,승차,169,210,538,715,679,791,1136,1398,1676,2197,3053,3978,7678,10472,4490,3058,2618,2013,624,
1386,2022-03-11,2호선,삼성,하차,208,1348,4595,11872,8301,3130,2168,2032,2363,1978,1633,1619,1720,2023,1190,491,390,329,477,
1387,2022-03-11,2호선,강남,승차,190,516,1415,2141,1635,1613,2259,2749,3163,3651,4603,5228,8099,12128,7216,5122,5595,6096,3527,
1388,2022-03-11,2호선,강남,하차,427,1871,5378,12195,11003,4878,3204,2841,3711,3594,3201,3728,4859,7324,3933,1553,1175,958,888,
1389,2022-03-11,2호선,사당,승차,363,803,2662,3853,2308,1364,1168,1419,1403,1443,1519,1851,2549,3460,1996,1493,1635,1907,1251,
1390,2022-03-11,2호선,사당,하차,117,810,1528,2486,1572,1152,1214,1302,1332,1400,1839,2410,3711,5663,3888,1948,1727,1821,1832,
1391,2022-03-11,2호선,신림,승차,1322,2688,7673,11620,6355,2983,2299,2357,2228,2172,2119,2515,2856,3283,1899,1374,1314,1481,756,
1392,2022-03-11,2호선,신림,하차,111,590,1341,2259,1704,1434,1323,1656,1781,1929,2763,3699,4882,9262,8156,4179,3906,3560,3162,
1393,2022-03-11,2호선,홍대입구,승차,353,727,2126,2616,1627,1081,1241,1618,1886,1993,2374,3164,4077,5375,3774,3692,4321,5385,3469,
1394,2022-03-11,2호선,홍대입구,하차,117,497,1156,3649,4042,2220,2496,2716,2968,3137,3264,3998,5516,7384,5627,2293,1342,1124,1352,
1395,2022-03-11,4호선,서울역,승차,119,185,411,565,364,300,342,350,378,417,467,560,1390,2017,689,416,349,310,130,
1396,2022-03-11,4호선,서울역,하차,18,299,1090,2574,1294,662,500,622,698,712,742,771,1095,1354,886,451,404,390,318,
1397,2022-03-11,4호선,사당,승차,331,799,2539,3135,2054,1178,981,1016,978,987,951,1072,1500,1664,1053,770,869,828,439,
1398,2022-03-11,4호선,사당,하차,48,391,765,1299,844,616,680,810,722,690,942,1176,1998,3106,2039,964,835,823,1043,
1399,2022-03-11,7호선,건대입구,승차,108,163,427,705,547,424,476,489,595,590,744,837,1263,1239,745,852,633,649,422,
1400,2022-03-11,7호선,건대입구,하차,35,238,708,1515,940,602,529,529,685,573,620,620,940,1372,955,453,351,311,331,
1401,2022-03-12,1호선,서울역,승차,257,234,415,838,1148,1405,1899,2006,1937,1492,1860,2000,1953,1589,1303,1087,1176,877,428,
1402,2022-03-12,1호선,서울역,하차,175,747,1085,1404,1772,1884,1674,1810,1691,1696,1562,1655,1578,1327,1013,851,838,650,384,
1403,2022-03-12,2호선,잠실,승차,237,585,870,1675,2151,2153,2851,3277,3897,4115,4584,5589,5276,4092,3925,4645,4243,2944,734,
1404,2022-03-12,2호선,잠실,하차,97,737,868,1581,3116,3343,4036,4255,4687,4866,4483,5015,4312,3600,2699,2105,2376,1775,1325,
1405,2022-03-12,2호선,삼성,승차,135,152,202,280,391,512,847,1261,1698,1887,2395,3122,3586,3040,2056,2674,1877,1181,325,
1406,2022-03-12,2호선,삼성,하차,70,624,878,1934,2737,2288,2363,2682,2887,2469,1980,1970,1592,914,506,414,577,247,407,
1407,2022-03-12,2호선,강남,승차,192,357,432,653,1042,1691,2440,3193,3833,3871,4727,5440,5027,3798,2881,3356,3856,4332,2970,
1408,2022-03-12,2호선,강남,하차,228,933,1044,2815,5749,4040,3578,4141,4913,4038,3711,3908,4313,3615,2050,1402,1390,891,765,
1409,2022-03-12,2호선,사당,승차,262,431,717,1096,1449,1327,1503,1739,1955,1970,1963,2031,1958,1577,1466,1340,1543,1564,858,
1410,2022-03-12,2호선,사당,하차,110,947,596,913,1382,1445,1531,1843,1913,1771,1941,2249,2748,2440,1669,1433,1647,1383,1181,
1411,2022-03-12,2호선,신림,승차,979,1451,1961,3541,3782,3128,3125,3349,3360,3026,2815,2897,2725,2228,1538,1422,1198,1280,760,
1412,2022-03-12,2호선,신림,하차,97,503,615,978,1350,1394,1681,2178,2434,2529,2696,3341,4139,4030,3401,2925,3134,2787,2654,
1413,2022-03-12,2호선,홍대입구,승차,277,386,512,847,993,1177,1564,2081,2391,2948,3580,4463,5172,4590,4743,4657,5320,5768,4657,
1414,2022-03-12,2호선,홍대입구,하차,115,370,441,872,2021,2452,4069,5421,6090,6057,6177,6299,6015,4811,3084,1733,1348,964,1238,
1415,2022-03-12,4호선,서울역,승차,126,109,167,219,242,274,340,308,335,270,279,383,383,364,222,189,157,158,79,
1416,2022-03-12,4호선,서울역,하차,14,237,286,462,613,549,574,697,682,634,701,719,733,620,519,445,490,334,328,
1417,2022-03-12,4호선,사당,승차,236,286,462,926,1228,1227,1232,1553,1419,1367,1178,1353,1150,959,837,789,820,764,359,
1418,2022-03-12,4호선,사당,하차,45,497,260,422,688,677,873,1022,1088,943,1073,1336,1447,1383,964,797,746,638,640,
1419,2022-03-12,7호선,건대입구,승차,93,105,167,265,369,337,457,554,565,554,744,710,825,744,637,840,638,566,416,
1420,2022-03-12,7호선,건대입구,하차,29,116,224,400,521,520,698,770,813,801,946,827,905,798,509,417,270,197,290,
1421,2022-03-13,1호선,서울역,승차,143,133,194,406,624,855,1108,1282,1402,1021,1655,1668,1726,1629,1403,1237,1508,892,279,
1422,2022-03-13,1호선,서울역,하차,80,354,392,632,814,977,954,1265,1296,1242,1584,1399,1535,1299,1247,950,913,465,240,
1423,2022-03-13,2호선,잠실,승차,129,307,447,785,1139,1232,1590,2239,2606,2799,3227,4101,3648,3062,2610,3888,2996,1590,472,
1424,2022-03-13,2호선,잠실,하차,40,404,530,1050,1864,2163,2638,3504,3783,2946,3000,3109,2804,2212,1643,1533,1737,1074,748,
1425,2022-03-13,2호선,삼성,승차,65,134,182,200,282,315,547,852,1203,1368,1679,2287,2189,1871,1480,2140,1458,824,163,
1426,2022-03-13,2호선,삼성,하차,39,420,474,1297,1945,1640,1606,1933,2204,1629,1380,1231,1083,545,374,331,423,184,198,
1427,2022-03-13,2호선,강남,승차,97,234,256,376,616,653,881,1309,1610,1645,1987,2387,2638,2316,2028,2185,2662,2695,1461,
1428,2022-03-13,2호선,강남,하차,90,407,492,969,1811,1456,1492,2323,2587,2230,2081,2277,2462,1930,1336,930,1163,599,437,
1429,2022-03-13,2호선,사당,승차,129,208,289,533,780,799,973,1091,1142,1211,1266,1229,1192,1139,1019,857,985,826,376,
1430,2022-03-13,2호선,사당,하차,33,307,282,355,719,845,994,1134,1214,1129,1248,1518,1717,1453,1186,1037,1307,867,656,
1431,2022-03-13,2호선,신림,승차,376,782,1017,1813,2423,2125,2132,2488,2408,2105,2016,2051,1973,1654,1396,1138,1056,931,530,
1432,2022-03-13,2호선,신림,하차,53,323,367,533,818,1111,1176,1435,1757,1835,2005,2237,2483,2701,2420,2258,2592,2018,1717,
1433,2022-03-13,2호선,홍대입구,승차,188,181,303,453,615,707,987,1427,1733,1940,2307,3045,3195,3160,3320,3495,3731,3679,1927,
1434,2022-03-13,2호선,홍대입구,하차,42,177,217,459,1078,1510,2526,3611,3989,3807,3578,3680,3352,2704,1706,1199,1044,712,602,
1435,2022-03-13,4호선,서울역,승차,54,55,87,114,217,177,208,261,219,197,258,266,259,235,191,124,164,93,36,
1436,2022-03-13,4호선,서울역,하차,11,99,139,239,315,323,333,485,501,480,582,611,578,490,572,416,498,266,154,
1437,2022-03-13,4호선,사당,승차,101,161,233,472,693,756,805,915,970,892,812,819,731,647,590,581,474,410,176,
1438,2022-03-13,4호선,사당,하차,17,178,164,243,382,460,554,714,682,675,775,959,824,978,681,640,571,510,411,
1439,2022-03-13,7호선,건대입구,승차,35,50,73,144,152,159,212,359,337,355,447,420,538,482,417,603,424,360,255,
1440,2022-03-13,7호선,건대입구,하차,20,96,103,174,363,330,339,426,569,475,537,507,470,454,324,249,256,173,185,
1441,2022-03-14,1호선,서울역,승차,290,399,1692,2333,1453,1277,1384,1659,1526,1326,1679,2017,3945,6490,2653,1680,1521,909,312,
1442,2022-03-14,1호선,서울역,하차,238,1594,3362,7356,3893,1697,1500,1445,1372,1097,1382,1334,1606,2072,1201,737,606,434,260,
1443,2022-03-14,2호선,잠실,승차,384,1746,4619,6081,3968,2156,1954,2213,2160,2028,2339,2743,3954,5793,3265,2868,1935,1567,480,
1444,2022-03-14,2호선,잠실,하차,156,1060,2616,5594,3476,2105,2073,2169,2130,1999,2369,2718,4217,7200,4742,2559,2156,1817,1051,
1445,2022-03-14,2호선,삼성,승차,122,242,510,779,728,748,1056,1123,1358,1693,2155,2536,5987,10398,4847,3344,2602,1878,441,
1446,2022-03-14,2호선,삼성,하차,193,1391,4982,12418,7753,2568,1550,1374,1648,1222,1153,1094,1359,1704,1047,440,323,260,263,
1447,2022-03-14,2호선,강남,승차,163,535,1444,2422,1724,1752,2110,2545,3008,3228,3891,4394,7653,11995,7160,4851,5256,4351,1686,
1448,2022-03-14,2호선,강남,하차,437,1909,5680,12829,11677,4757,2884,2478,3452,2833,2562,2754,3426,4959,2703,1323,933,764,476,
1449,2022-03-14,2호선,사당,승차,379,897,2771,3875,2331,1273,1131,1286,1226,1138,1237,1398,2031,3239,1732,1268,1288,1173,483,
1450,2022-03-14,2호선,사당,하차,125,847,1710,2638,1630,1117,1175,1227,1151,1315,1518,1969,2906,4983,3283,1819,1465,1411,967,
1451,2022-03-14,2호선,신림,승차,1357,2836,8024,11829,6276,2765,2070,2180,1890,1729,1715,2028,2335,2613,1555,1246,1143,999,444,
1452,2022-03-14,2호선,신림,하차,85,603,1293,2348,1648,1303,1280,1630,1732,1993,2478,2945,4415,9479,7944,4141,3619,2941,1993,
1453,2022-03-14,2호선,홍대입구,승차,375,754,2221,2767,1680,985,1136,1559,1598,1552,1837,2413,3508,4802,3167,2885,3257,3248,1390,
1454,2022-03-14,2호선,홍대입구,하차,103,490,1329,3899,4320,2038,1928,2224,2471,2277,2169,2370,3470,5356,3525,1483,1148,957,736,
1455,2022-03-14,4호선,서울역,승차,138,188,469,571,385,272,300,333,319,330,330,461,1316,2139,715,434,335,204,66,
1456,2022-03-14,4호선,서울역,하차,20,396,1249,2725,1323,630,518,574,508,494,563,584,653,838,564,334,308,250,179,
1457,2022-03-14,4호선,사당,승차,320,896,2730,3177,2105,1022,875,961,851,779,738,901,1160,1485,812,698,650,560,211,
1458,2022-03-14,4호선,사당,하차,55,435,807,1464,885,615,620,697,672,666,749,1003,1465,2720,1713,915,705,656,585,
1459,2022-03-14,7호선,건대입구,승차,98,156,415,699,537,423,475,560,707,789,861,956,1329,1213,769,709,603,451,214,
1460,2022-03-14,7호선,건대입구,하차,34,284,746,1614,1074,834,590,689,789,621,561,582,743,1193,859,407,271,259,247,
1461,2022-03-15,1호선,서울역,승차,321,398,1408,2191,1420,1203,1375,1484,1666,1499,1855,2309,3837,6494,2761,1761,1665,1007,378,
1462,2022-03-15,1호선,서울역,하차,188,1194,3291,7286,3867,1595,1543,1442,1491,1309,1364,1472,1815,2128,1225,746,677,489,338,
1463,2022-03-15,2호선,잠실,승차,348,1708,4614,6091,4107,2339,1935,2158,2282,2160,2376,2806,4145,5974,3531,3187,2445,2070,526,
1464,2022-03-15,2호선,잠실,하차,150,1072,2469,5629,3476,2372,2177,2074,2124,2161,2415,2943,4871,7386,4579,2852,2316,2204,1325,
1465,2022-03-15,2호선,삼성,승차,180,233,550,748,765,643,939,1001,1301,1628,2177,2677,5883,10025,4904,3150,2662,2124,538,
1466,2022-03-15,2호선,삼성,하차,191,1431,4944,12158,7642,2608,1647,1333,1676,1299,1190,1100,1300,1638,1072,481,369,300,329,
1467,2022-03-15,2호선,강남,승차,172,520,1419,2399,1730,1552,2078,2383,3048,3193,4061,4672,7636,11847,7338,5319,5769,5148,1993,
1468,2022-03-15,2호선,강남,하차,422,1895,5671,12631,11428,4727,3050,2686,3524,3080,2726,2834,3548,5510,3160,1359,1001,838,602,
1469,2022-03-15,2호선,사당,승차,376,856,2874,3917,2394,1340,1164,1311,1300,1371,1458,1548,2135,3341,1875,1354,1478,1460,560,
1470,2022-03-15,2호선,사당,하차,120,835,1706,2619,1564,1119,1243,1320,1371,1271,1641,2039,3255,5043,3694,1962,1641,1543,1195,
1471,2022-03-15,2호선,신림,승차,1380,2742,7965,12036,6250,2884,2202,2252,2112,1844,1894,2147,2487,2680,1680,1268,1234,1099,542,
1472,2022-03-15,2호선,신림,하차,108,634,1286,2429,1631,1195,1257,1509,1678,1795,2456,3305,4410,9676,7878,4316,4020,3425,2428,
1473,2022-03-15,2호선,홍대입구,승차,348,745,2177,2786,1596,973,1168,1550,1660,1710,2089,2817,3696,5148,3604,3241,3933,3835,1627,
1474,2022-03-15,2호선,홍대입구,하차,97,514,1328,3845,4519,2147,2026,2262,2701,2420,2485,3044,3932,5741,3916,1722,1246,1019,952,
1475,2022-03-15,4호선,서울역,승차,149,166,439,565,374,262,327,322,334,349,421,526,1390,2058,686,439,364,261,98,
1476,2022-03-15,4호선,서울역,하차,16,351,1188,2809,1272,598,494,512,448,506,546,643,662,869,520,350,351,304,232,
1477,2022-03-15,4호선,사당,승차,308,811,2754,3255,2117,1110,899,936,905,838,886,938,1184,1512,911,737,777,709,246,
1478,2022-03-15,4호선,사당,하차,49,412,886,1351,897,651,665,727,704,651,810,956,1785,2690,1764,1044,721,744,682,
1479,2022-03-15,7호선,건대입구,승차,95,162,426,683,563,437,435,474,566,603,824,923,1349,1119,815,801,632,605,280,
1480,2022-03-15,7호선,건대입구,하차,32,245,764,1556,1066,697,570,550,791,603,563,546,877,1240,827,412,336,292,253,
1481,2022-03-16,1호선,서울역,승차,315,362,1353,2152,1400,1267,1306,1535,1742,1524,1892,2290,4080,6461,2663,1767,1664,1028,452,
1482,2022-03-16,1호선,서울역,하차,196,1224,3079,7217,4100,1733,1461,1371,1432,1350,1383,1489,1887,2112,1286,812,646,543,392,
1483,2022-03-16,2호선,잠실,승차,370,1628,4785,6015,3884,2199,2043,2117,2282,2323,2510,3050,4660,5856,3473,3246,2592,2588,622,
1484,2022-03-16,2호선,잠실,하차,161,979,2337,5362,3719,2389,2289,2173,2383,2347,2520,3018,4974,7499,4529,2808,2445,2090,1441,
